Date,Total Sales,Brand,Customer_Age_Group,City,Payment Method,Mobile Model,Day,Month,Year,Day Name
2024-04-08,150980.61000000002,Vivo,35-39,Chennai,Credit Card,Vivo V20,8,4,2024,Monday
2024-04-08,278602.62,OnePlus,55-59,Ludhiana,Debit Card,OnePlus 8T,8,4,2024,Monday
2024-04-08,139776.2,Vivo,35-39,Delhi,UPI,Vivo Y51,8,4,2024,Monday
2024-04-09,65555.7,OnePlus,25-29,Delhi,Credit Card,OnePlus 9,9,4,2024,Tuesday
2024-04-09,32967.66,Xiaomi,50-54,Delhi,Credit Card,Mi 11,9,4,2024,Tuesday
2024-04-09,45348.0,Apple,55-59,Indore,Cash,iPhone 12,9,4,2024,Tuesday
2024-04-09,146580.48,OnePlus,30-34,Delhi,UPI,OnePlus Nord,9,4,2024,Tuesday
2024-04-10,148418.04,Samsung,55-59,Delhi,Debit Card,Galaxy A51,10,4,2024,Wednesday
2024-04-10,136242.98,Vivo,20-24,Delhi,Cash,Vivo Y51,10,4,2024,Wednesday
2024-04-10,15030.74,Xiaomi,30-34,Kolkata,Debit Card,Redmi Note 10,10,4,2024,Wednesday
2024-04-10,123291.28,Samsung,20-24,Coimbatore,Cash,Galaxy S21,10,4,2024,Wednesday
2024-04-11,246011.36000000002,Xiaomi,50-54,Delhi,Credit Card,Redmi 9,11,4,2024,Thursday
2024-04-11,66091.68000000001,Apple,20-24,Kanpur,Cash,iPhone 12,11,4,2024,Thursday
2024-04-11,191384.58000000002,Vivo,50-54,Rajkot,Cash,Vivo Y51,11,4,2024,Thursday
2024-04-11,237803.4,Vivo,30-34,Lucknow,Cash,Vivo Y51,11,4,2024,Thursday
2024-04-12,80724.36,Apple,30-34,Delhi,UPI,iPhone SE,12,4,2024,Friday
2024-04-12,120738.52,Vivo,30-34,Kolkata,Cash,Vivo V20,12,4,2024,Friday
2024-04-12,267854.65,OnePlus,55-59,Chennai,Credit Card,OnePlus 8T,12,4,2024,Friday
2024-04-12,40595.95,Xiaomi,20-24,Indore,Debit Card,Mi 11,12,4,2024,Friday
2024-04-13,142285.84,Samsung,40-44,Mumbai,UPI,Galaxy Note 20,13,4,2024,Saturday
2024-04-13,440029.44,Apple,30-34,Mumbai,Credit Card,iPhone 12,13,4,2024,Saturday
2024-04-13,95722.38,OnePlus,30-34,Indore,UPI,OnePlus Nord,13,4,2024,Saturday
2024-04-13,301714.75,Samsung,50-54,Mumbai,Debit Card,Galaxy A51,13,4,2024,Saturday
2024-04-14,527082.64,Samsung,55-59,Delhi,Debit Card,Galaxy Note 20,14,4,2024,Sunday
2024-04-14,88040.16,Apple,40-44,Gorakhpur,Debit Card,iPhone SE,14,4,2024,Sunday
2024-04-14,196705.68,OnePlus,30-34,Coimbatore,UPI,OnePlus 8T,14,4,2024,Sunday
2024-04-14,115160.98,Samsung,50-54,Coimbatore,UPI,Galaxy Note 20,14,4,2024,Sunday
2024-04-15,326730.7,Samsung,45-49,Bangalore,Debit Card,Galaxy S21,15,4,2024,Monday
2024-04-15,149928.63,OnePlus,50-54,Rajkot,Debit Card,OnePlus 8T,15,4,2024,Monday
2024-04-15,72415.92,Vivo,50-54,Vadodara,Credit Card,Vivo Y51,15,4,2024,Monday
2024-04-15,382028.33999999997,Samsung,40-44,Lucknow,Debit Card,Galaxy S21,15,4,2024,Monday
2024-04-16,168447.2,Xiaomi,30-34,Bhopal,Cash,Redmi Note 10,16,4,2024,Tuesday
2024-04-16,45567.26,OnePlus,25-29,Bhopal,UPI,OnePlus Nord,16,4,2024,Tuesday
2024-04-16,105055.12,Samsung,40-44,Mumbai,Credit Card,Galaxy S21,16,4,2024,Tuesday
2024-04-17,197783.46,Apple,20-24,Madurai,UPI,iPhone 11,17,4,2024,Wednesday
2024-04-17,40868.78,Xiaomi,50-54,Ludhiana,Debit Card,Redmi Note 10,17,4,2024,Wednesday
2024-04-17,52807.44,Samsung,20-24,Mumbai,Cash,Galaxy S21,17,4,2024,Wednesday
2024-04-18,459007.43000000005,Xiaomi,35-39,Kolkata,Debit Card,Redmi 9,18,4,2024,Thursday
2024-04-18,107143.82,Xiaomi,35-39,Chennai,UPI,Redmi Note 10,18,4,2024,Thursday
2024-04-18,67262.16,Vivo,20-24,Bangalore,Credit Card,Vivo Y51,18,4,2024,Thursday
2024-04-19,65279.38,Xiaomi,25-29,Madurai,UPI,Mi 11,19,4,2024,Friday
2024-04-19,52959.84,Vivo,30-34,Hyderabad,Credit Card,Vivo Y51,19,4,2024,Friday
2024-04-19,158096.35,OnePlus,40-44,Kanpur,Cash,OnePlus 9,19,4,2024,Friday
2024-04-20,293943.0,Vivo,40-44,Delhi,Debit Card,Vivo V20,20,4,2024,Saturday
2024-04-20,186778.36,Apple,45-49,Hyderabad,Debit Card,iPhone 11,20,4,2024,Saturday
2024-04-20,453965.12,Samsung,30-34,Chennai,Cash,Galaxy S21,20,4,2024,Saturday
2024-04-21,371994.0,OnePlus,35-39,Ludhiana,UPI,OnePlus Nord,21,4,2024,Sunday
2024-04-21,358255.89,OnePlus,45-49,Mumbai,Cash,OnePlus Nord,21,4,2024,Sunday
2024-04-21,87311.56,Apple,45-49,Mumbai,Debit Card,iPhone SE,21,4,2024,Sunday
2024-04-22,45056.09,Vivo,35-39,Ludhiana,Credit Card,Vivo S1,22,4,2024,Monday
2024-04-22,90398.0,Samsung,55-59,Delhi,Debit Card,Galaxy Note 20,22,4,2024,Monday
2024-04-22,46223.6,Vivo,55-59,Mumbai,UPI,Vivo V20,22,4,2024,Monday
2024-04-23,406172.55,Xiaomi,35-39,Ranchi,Credit Card,Redmi 9,23,4,2024,Tuesday
2024-04-23,360796.0,Vivo,50-54,Chennai,UPI,Vivo Y51,23,4,2024,Tuesday
2024-04-23,628391.79,OnePlus,35-39,Gorakhpur,Debit Card,OnePlus Nord,23,4,2024,Tuesday
2024-04-23,112055.97,Samsung,30-34,Kanpur,Debit Card,Galaxy S21,23,4,2024,Tuesday
2024-04-24,219718.6,Vivo,25-29,Coimbatore,Credit Card,Vivo S1,24,4,2024,Wednesday
2024-04-24,200131.2,Samsung,50-54,Mumbai,UPI,Galaxy A51,24,4,2024,Wednesday
2024-04-24,625373.1,Samsung,40-44,Delhi,Credit Card,Galaxy A51,24,4,2024,Wednesday
2024-04-24,369551.98,Xiaomi,20-24,Bangalore,Credit Card,Redmi 9,24,4,2024,Wednesday
2024-04-25,59525.520000000004,Xiaomi,30-34,Delhi,UPI,Redmi Note 10,25,4,2024,Thursday
2024-04-25,336655.3,OnePlus,45-49,Rajkot,Credit Card,OnePlus 8T,25,4,2024,Thursday
2024-04-25,350466.41,Apple,45-49,Mumbai,Cash,iPhone SE,25,4,2024,Thursday
2024-04-26,108482.32,Samsung,50-54,Lucknow,Credit Card,Galaxy Note 20,26,4,2024,Friday
2024-04-26,49454.1,Apple,25-29,Gorakhpur,Debit Card,iPhone 12,26,4,2024,Friday
2024-04-26,125974.32,OnePlus,25-29,Mumbai,UPI,OnePlus 9,26,4,2024,Friday
2024-04-27,312357.57,Samsung,35-39,Patna,Debit Card,Galaxy A51,27,4,2024,Saturday
2024-04-27,62482.36,Samsung,50-54,Madurai,Cash,Galaxy Note 20,27,4,2024,Saturday
2024-04-27,414782.06,Apple,45-49,Delhi,Cash,iPhone SE,27,4,2024,Saturday
2024-04-27,512556.48,Vivo,45-49,Bangalore,Credit Card,Vivo V20,27,4,2024,Saturday
2024-04-28,85301.86,Xiaomi,25-29,Lucknow,Debit Card,Redmi 9,28,4,2024,Sunday
2024-04-28,134831.97,Vivo,50-54,Delhi,Credit Card,Vivo S1,28,4,2024,Sunday
2024-04-28,100236.76,Apple,15-19,Bhopal,Credit Card,iPhone 11,28,4,2024,Sunday
2024-04-29,108618.08,Xiaomi,35-39,Vadodara,Debit Card,Redmi Note 10,29,4,2024,Monday
2024-04-29,408554.51,Vivo,40-44,Indore,Cash,Vivo S1,29,4,2024,Monday
2024-04-29,133779.59999999998,Xiaomi,25-29,Hyderabad,Cash,Redmi 9,29,4,2024,Monday
2024-04-30,32079.1,Samsung,15-19,Coimbatore,Cash,Galaxy A51,30,4,2024,Tuesday
2024-04-30,73289.55,Vivo,35-39,Delhi,UPI,Vivo Y51,30,4,2024,Tuesday
2024-04-30,158423.16,Xiaomi,35-39,Mumbai,UPI,Redmi Note 10,30,4,2024,Tuesday
2024-04-30,71502.55,Xiaomi,20-24,Delhi,Credit Card,Redmi 9,30,4,2024,Tuesday
2024-05-01,76754.94,Xiaomi,15-19,Mumbai,UPI,Redmi 9,1,5,2024,Wednesday
2024-05-01,82085.12,Vivo,25-29,Bangalore,UPI,Vivo S1,1,5,2024,Wednesday
2024-05-01,243595.9,OnePlus,30-34,Chennai,Debit Card,OnePlus 9,1,5,2024,Wednesday
2024-05-02,70086.46,Vivo,50-54,Mumbai,Credit Card,Vivo Y51,2,5,2024,Thursday
2024-05-02,250675.29,Apple,45-49,Delhi,Credit Card,iPhone 11,2,5,2024,Thursday
2024-05-02,518096.48,Vivo,20-24,Mumbai,Debit Card,Vivo S1,2,5,2024,Thursday
2024-05-02,129409.01999999999,Xiaomi,45-49,Delhi,Cash,Redmi 9,2,5,2024,Thursday
2024-05-03,233534.56,Samsung,40-44,Chennai,Debit Card,Galaxy Note 20,3,5,2024,Friday
2024-05-03,597768.39,Vivo,40-44,Bhopal,Cash,Vivo Y51,3,5,2024,Friday
2024-05-03,249384.72999999998,Vivo,30-34,Jodhpur,Credit Card,Vivo Y51,3,5,2024,Friday
2024-05-04,129844.86000000002,Xiaomi,30-34,Hyderabad,Credit Card,Redmi 9,4,5,2024,Saturday
2024-05-04,88921.26,Samsung,50-54,Delhi,UPI,Galaxy A51,4,5,2024,Saturday
2024-05-04,401869.86000000004,Samsung,40-44,Rajkot,UPI,Galaxy Note 20,4,5,2024,Saturday
2024-05-04,70731.06,Apple,55-59,Bhopal,Debit Card,iPhone 11,4,5,2024,Saturday
2024-05-05,174092.73,Vivo,15-19,Indore,UPI,Vivo V20,5,5,2024,Sunday
2024-05-05,100911.44,Samsung,20-24,Mumbai,Credit Card,Galaxy A51,5,5,2024,Sunday
2024-05-05,212092.38,Samsung,55-59,Mumbai,Credit Card,Galaxy S21,5,5,2024,Sunday
2024-05-05,57192.94,OnePlus,35-39,Ranchi,Cash,OnePlus 8T,5,5,2024,Sunday
2024-05-06,615894.03,OnePlus,20-24,Mumbai,UPI,OnePlus Nord,6,5,2024,Monday
2024-05-06,67887.65000000001,Samsung,50-54,Mumbai,Cash,Galaxy A51,6,5,2024,Monday
2024-05-06,411231.59,Apple,45-49,Delhi,Credit Card,iPhone 12,6,5,2024,Monday
2024-05-06,252372.06,Samsung,50-54,Delhi,UPI,Galaxy S21,6,5,2024,Monday
2024-05-07,387401.39999999997,Xiaomi,35-39,Delhi,Cash,Redmi Note 10,7,5,2024,Tuesday
2024-05-07,27405.54,Vivo,15-19,Madurai,Credit Card,Vivo V20,7,5,2024,Tuesday
2024-05-07,46806.73,Apple,30-34,Gorakhpur,Cash,iPhone SE,7,5,2024,Tuesday
2024-05-08,93684.51,Xiaomi,45-49,Kolkata,UPI,Mi 11,8,5,2024,Wednesday
2024-05-08,180101.34,Apple,50-54,Jodhpur,Cash,iPhone 11,8,5,2024,Wednesday
2024-05-08,24552.6,Xiaomi,30-34,Delhi,Cash,Mi 11,8,5,2024,Wednesday
2024-05-08,18817.62,Vivo,50-54,Jodhpur,Credit Card,Vivo V20,8,5,2024,Wednesday
2024-05-09,65024.69,Vivo,55-59,Kolkata,UPI,Vivo Y51,9,5,2024,Thursday
2024-05-09,349483.25,OnePlus,30-34,Delhi,Debit Card,OnePlus 9,9,5,2024,Thursday
2024-05-09,227324.92,Xiaomi,20-24,Bangalore,Debit Card,Redmi Note 10,9,5,2024,Thursday
2024-05-10,27208.76,OnePlus,20-24,Mumbai,Cash,OnePlus 8T,10,5,2024,Friday
2024-05-10,136586.84,Xiaomi,40-44,Ludhiana,Credit Card,Mi 11,10,5,2024,Friday
2024-05-10,163110.63,OnePlus,50-54,Mumbai,UPI,OnePlus 8T,10,5,2024,Friday
2024-05-11,136221.62,Vivo,30-34,Mumbai,Credit Card,Vivo S1,11,5,2024,Saturday
2024-05-11,335954.43,Apple,40-44,Patna,UPI,iPhone 12,11,5,2024,Saturday
2024-05-11,59771.34,OnePlus,25-29,Vadodara,Credit Card,OnePlus Nord,11,5,2024,Saturday
2024-05-12,479528.98,Xiaomi,40-44,Delhi,Debit Card,Mi 11,12,5,2024,Sunday
2024-05-12,249633.56,Xiaomi,45-49,Delhi,Debit Card,Redmi 9,12,5,2024,Sunday
2024-05-12,118144.9,Vivo,20-24,Gorakhpur,Debit Card,Vivo S1,12,5,2024,Sunday
2024-05-13,52409.55,Xiaomi,50-54,Mumbai,Credit Card,Mi 11,13,5,2024,Monday
2024-05-13,39524.9,Samsung,25-29,Kolkata,Credit Card,Galaxy Note 20,13,5,2024,Monday
2024-05-13,251289.90000000002,Apple,50-54,Jodhpur,Cash,iPhone 12,13,5,2024,Monday
2024-05-13,198675.18,OnePlus,45-49,Kolkata,Debit Card,OnePlus 9,13,5,2024,Monday
2024-05-14,54160.92,Apple,35-39,Patna,Cash,iPhone SE,14,5,2024,Tuesday
2024-05-14,391364.33,Vivo,35-39,Ranchi,Credit Card,Vivo Y51,14,5,2024,Tuesday
2024-05-14,229325.03999999998,OnePlus,20-24,Indore,UPI,OnePlus 9,14,5,2024,Tuesday
2024-05-14,145206.25,OnePlus,45-49,Ranchi,Debit Card,OnePlus 9,14,5,2024,Tuesday
2024-05-15,189430.24,Samsung,20-24,Jodhpur,Debit Card,Galaxy A51,15,5,2024,Wednesday
2024-05-15,196662.36,Vivo,55-59,Kanpur,Debit Card,Vivo S1,15,5,2024,Wednesday
2024-05-15,336982.5,Xiaomi,25-29,Mumbai,Debit Card,Redmi 9,15,5,2024,Wednesday
2024-05-16,77610.24,Samsung,55-59,Delhi,Debit Card,Galaxy Note 20,16,5,2024,Thursday
2024-05-16,272455.2,Samsung,50-54,Kanpur,Credit Card,Galaxy S21,16,5,2024,Thursday
2024-05-16,275794.19999999995,Apple,40-44,Lucknow,Debit Card,iPhone 12,16,5,2024,Thursday
2024-05-17,67271.55,Apple,30-34,Delhi,Debit Card,iPhone 12,17,5,2024,Friday
2024-05-17,396527.18,Apple,50-54,Mumbai,Cash,iPhone SE,17,5,2024,Friday
2024-05-17,296863.38,Samsung,40-44,Bhopal,UPI,Galaxy Note 20,17,5,2024,Friday
2024-05-17,208760.02000000002,Xiaomi,25-29,Indore,Debit Card,Redmi 9,17,5,2024,Friday
2024-05-18,258191.57,OnePlus,20-24,Kolkata,Cash,OnePlus Nord,18,5,2024,Saturday
2024-05-18,123082.0,Apple,15-19,Bhopal,Credit Card,iPhone 11,18,5,2024,Saturday
2024-05-18,30297.14,Xiaomi,55-59,Mumbai,Cash,Mi 11,18,5,2024,Saturday
2024-05-19,467877.28,Vivo,25-29,Delhi,Debit Card,Vivo S1,19,5,2024,Sunday
2024-05-19,69881.28,Apple,20-24,Mumbai,Cash,iPhone 11,19,5,2024,Sunday
2024-05-19,68236.0,OnePlus,30-34,Rajkot,Cash,OnePlus Nord,19,5,2024,Sunday
2024-05-19,216479.5,Vivo,40-44,Delhi,Credit Card,Vivo V20,19,5,2024,Sunday
2024-05-20,167803.52,Vivo,40-44,Bangalore,Cash,Vivo Y51,20,5,2024,Monday
2024-05-20,71491.72,OnePlus,45-49,Ludhiana,Credit Card,OnePlus 9,20,5,2024,Monday
2024-05-20,363924.56,Apple,55-59,Indore,Credit Card,iPhone 11,20,5,2024,Monday
2024-05-21,383839.76,Samsung,40-44,Rajkot,Cash,Galaxy A51,21,5,2024,Tuesday
2024-05-21,39544.649999999994,OnePlus,55-59,Mumbai,Debit Card,OnePlus Nord,21,5,2024,Tuesday
2024-05-21,221220.99,OnePlus,50-54,Kolkata,UPI,OnePlus Nord,21,5,2024,Tuesday
2024-05-22,173183.16,OnePlus,40-44,Ranchi,Cash,OnePlus Nord,22,5,2024,Wednesday
2024-05-22,12977.48,Vivo,20-24,Kolkata,Cash,Vivo S1,22,5,2024,Wednesday
2024-05-22,122610.64,Xiaomi,55-59,Mumbai,Cash,Redmi 9,22,5,2024,Wednesday
2024-05-22,296938.5,Samsung,30-34,Chennai,UPI,Galaxy Note 20,22,5,2024,Wednesday
2024-05-23,72130.8,Apple,55-59,Mumbai,UPI,iPhone 11,23,5,2024,Thursday
2024-05-23,184715.82,Apple,20-24,Ludhiana,Credit Card,iPhone 12,23,5,2024,Thursday
2024-05-23,11154.94,Xiaomi,25-29,Vadodara,UPI,Mi 11,23,5,2024,Thursday
2024-05-24,59512.9,OnePlus,55-59,Kolkata,UPI,OnePlus 8T,24,5,2024,Friday
2024-05-24,92816.55,Samsung,35-39,Lucknow,Cash,Galaxy S21,24,5,2024,Friday
2024-05-24,257152.68,Apple,15-19,Delhi,Credit Card,iPhone 12,24,5,2024,Friday
2024-05-24,353171.36,Apple,15-19,Coimbatore,Debit Card,iPhone SE,24,5,2024,Friday
2024-05-25,74278.68000000001,OnePlus,55-59,Chennai,Credit Card,OnePlus 9,25,5,2024,Saturday
2024-05-25,119485.29000000001,Xiaomi,55-59,Delhi,UPI,Redmi Note 10,25,5,2024,Saturday
2024-05-25,58560.57,Samsung,30-34,Kanpur,UPI,Galaxy Note 20,25,5,2024,Saturday
2024-05-26,114696.84,Xiaomi,55-59,Delhi,Cash,Redmi 9,26,5,2024,Sunday
2024-05-26,66938.64,Xiaomi,40-44,Rajkot,Debit Card,Redmi Note 10,26,5,2024,Sunday
2024-05-26,486800.32,Samsung,45-49,Mumbai,Debit Card,Galaxy A51,26,5,2024,Sunday
2024-05-27,29982.35,Samsung,45-49,Rajkot,Debit Card,Galaxy A51,27,5,2024,Monday
2024-05-27,169988.65000000002,Apple,20-24,Bhopal,UPI,iPhone 12,27,5,2024,Monday
2024-05-27,318596.39999999997,Apple,55-59,Madurai,UPI,iPhone 12,27,5,2024,Monday
2024-05-28,332995.38999999996,Samsung,50-54,Chennai,Credit Card,Galaxy S21,28,5,2024,Tuesday
2024-05-28,108830.96,Vivo,40-44,Madurai,UPI,Vivo V20,28,5,2024,Tuesday
2024-05-28,613394.5499999999,Apple,25-29,Delhi,Debit Card,iPhone SE,28,5,2024,Tuesday
2024-05-28,418689.45,Vivo,30-34,Mumbai,Debit Card,Vivo Y51,28,5,2024,Tuesday
2024-05-29,67928.2,Samsung,40-44,Patna,Debit Card,Galaxy A51,29,5,2024,Wednesday
2024-05-29,292203.54,Apple,50-54,Hyderabad,Cash,iPhone SE,29,5,2024,Wednesday
2024-05-29,134897.2,Xiaomi,15-19,Bhopal,Credit Card,Redmi 9,29,5,2024,Wednesday
2024-05-30,472541.92,Samsung,25-29,Delhi,Credit Card,Galaxy S21,30,5,2024,Thursday
2024-05-30,308493.22,OnePlus,20-24,Coimbatore,UPI,OnePlus 9,30,5,2024,Thursday
2024-05-30,87627.61,Vivo,30-34,Bhopal,Cash,Vivo Y51,30,5,2024,Thursday
2024-05-31,185448.69,Samsung,30-34,Delhi,Credit Card,Galaxy Note 20,31,5,2024,Friday
2024-05-31,309498.2,Samsung,50-54,Chennai,Cash,Galaxy Note 20,31,5,2024,Friday
2024-05-31,262643.94,Apple,20-24,Madurai,Cash,iPhone SE,31,5,2024,Friday
2024-06-01,67020.61,Apple,20-24,Mumbai,UPI,iPhone 11,1,6,2024,Saturday
2024-06-01,86072.04000000001,Apple,55-59,Gorakhpur,Cash,iPhone SE,1,6,2024,Saturday
2024-06-01,55431.28,OnePlus,55-59,Bhopal,Credit Card,OnePlus 9,1,6,2024,Saturday
2024-06-02,129675.59999999999,Apple,45-49,Mumbai,UPI,iPhone SE,2,6,2024,Sunday
2024-06-02,389073.77999999997,Samsung,50-54,Ludhiana,Credit Card,Galaxy S21,2,6,2024,Sunday
2024-06-02,263740.56,Apple,35-39,Lucknow,Cash,iPhone 12,2,6,2024,Sunday
2024-06-02,174927.69,Xiaomi,55-59,Delhi,Cash,Mi 11,2,6,2024,Sunday
2024-06-03,388520.88,Apple,45-49,Patna,Debit Card,iPhone 12,3,6,2024,Monday
2024-06-03,126533.70000000001,OnePlus,30-34,Vadodara,UPI,OnePlus 8T,3,6,2024,Monday
2024-06-03,211873.44,Xiaomi,30-34,Delhi,UPI,Mi 11,3,6,2024,Monday
2024-06-03,232717.68,Samsung,30-34,Mumbai,Debit Card,Galaxy Note 20,3,6,2024,Monday
2024-06-04,328465.80000000005,Samsung,50-54,Delhi,Credit Card,Galaxy A51,4,6,2024,Tuesday
2024-06-04,133897.8,Vivo,25-29,Bhopal,Credit Card,Vivo Y51,4,6,2024,Tuesday
2024-06-04,82723.02,Xiaomi,35-39,Indore,Cash,Mi 11,4,6,2024,Tuesday
2024-06-05,30766.66,Vivo,50-54,Delhi,UPI,Vivo V20,5,6,2024,Wednesday
2024-06-05,219214.36,Xiaomi,20-24,Mumbai,Cash,Redmi 9,5,6,2024,Wednesday
2024-06-05,364892.16000000003,Xiaomi,50-54,Mumbai,Debit Card,Mi 11,5,6,2024,Wednesday
2024-06-05,65166.62,OnePlus,20-24,Rajkot,Cash,OnePlus 8T,5,6,2024,Wednesday
2024-06-06,194580.75,Vivo,25-29,Delhi,Credit Card,Vivo Y51,6,6,2024,Thursday
2024-06-06,443567.67,OnePlus,55-59,Lucknow,Credit Card,OnePlus 9,6,6,2024,Thursday
2024-06-06,279847.6,Xiaomi,50-54,Kolkata,Debit Card,Redmi Note 10,6,6,2024,Thursday
2024-06-07,200884.88,Samsung,45-49,Rajkot,Credit Card,Galaxy S21,7,6,2024,Friday
2024-06-07,69398.84,Xiaomi,45-49,Bangalore,Debit Card,Mi 11,7,6,2024,Friday
2024-06-07,99195.96,OnePlus,30-34,Delhi,UPI,OnePlus 8T,7,6,2024,Friday
2024-06-08,486068.58,Vivo,25-29,Chennai,Debit Card,Vivo Y51,8,6,2024,Saturday
2024-06-08,266554.88,Vivo,25-29,Ludhiana,Debit Card,Vivo Y51,8,6,2024,Saturday
2024-06-08,287824.4,OnePlus,20-24,Madurai,Debit Card,OnePlus 8T,8,6,2024,Saturday
2024-06-09,167833.26,Vivo,40-44,Kanpur,Credit Card,Vivo V20,9,6,2024,Sunday
2024-06-09,415555.0,Apple,25-29,Chennai,UPI,iPhone 11,9,6,2024,Sunday
2024-06-09,592771.86,Samsung,35-39,Mumbai,Cash,Galaxy A51,9,6,2024,Sunday
2024-06-09,94812.58,Samsung,55-59,Jodhpur,UPI,Galaxy Note 20,9,6,2024,Sunday
2024-06-10,183713.04,Samsung,50-54,Indore,Credit Card,Galaxy S21,10,6,2024,Monday
2024-06-10,57722.94,Vivo,35-39,Hyderabad,UPI,Vivo Y51,10,6,2024,Monday
2024-06-10,155456.22,Vivo,50-54,Patna,UPI,Vivo S1,10,6,2024,Monday
2024-06-10,75973.89,Xiaomi,30-34,Mumbai,Debit Card,Mi 11,10,6,2024,Monday
2024-06-11,374493.36,Xiaomi,45-49,Lucknow,Debit Card,Redmi 9,11,6,2024,Tuesday
2024-06-11,266809.0,Samsung,55-59,Indore,Credit Card,Galaxy A51,11,6,2024,Tuesday
2024-06-11,77377.86,Apple,25-29,Delhi,Debit Card,iPhone 12,11,6,2024,Tuesday
2024-06-11,90552.06,Xiaomi,35-39,Delhi,Credit Card,Redmi 9,11,6,2024,Tuesday
2024-06-12,92021.84,Xiaomi,30-34,Mumbai,Cash,Mi 11,12,6,2024,Wednesday
2024-06-12,54087.26,Vivo,40-44,Bangalore,UPI,Vivo S1,12,6,2024,Wednesday
2024-06-12,439830.3,Apple,25-29,Vadodara,Cash,iPhone 11,12,6,2024,Wednesday
2024-06-12,59270.04,Samsung,45-49,Ludhiana,Cash,Galaxy Note 20,12,6,2024,Wednesday
2024-06-13,54768.52,Xiaomi,55-59,Patna,UPI,Mi 11,13,6,2024,Thursday
2024-06-13,104682.56,Apple,20-24,Gorakhpur,Debit Card,iPhone 11,13,6,2024,Thursday
2024-06-13,168220.52999999997,Apple,35-39,Gorakhpur,Cash,iPhone 12,13,6,2024,Thursday
2024-06-13,359134.64,Samsung,40-44,Bangalore,UPI,Galaxy Note 20,13,6,2024,Thursday
2024-06-14,40185.64,Apple,20-24,Ludhiana,Cash,iPhone 12,14,6,2024,Friday
2024-06-14,283822.96,Apple,50-54,Jodhpur,Cash,iPhone SE,14,6,2024,Friday
2024-06-14,150633.28,Apple,15-19,Mumbai,UPI,iPhone 11,14,6,2024,Friday
2024-06-14,22459.04,Xiaomi,25-29,Lucknow,Debit Card,Redmi 9,14,6,2024,Friday
2024-06-15,77059.08,Samsung,25-29,Jodhpur,Credit Card,Galaxy S21,15,6,2024,Saturday
2024-06-15,247276.56,Apple,55-59,Kanpur,UPI,iPhone 11,15,6,2024,Saturday
2024-06-15,258810.40000000002,Apple,50-54,Mumbai,Credit Card,iPhone 11,15,6,2024,Saturday
2024-06-15,66528.55,Xiaomi,20-24,Vadodara,UPI,Redmi Note 10,15,6,2024,Saturday
2024-06-16,41494.32,Samsung,30-34,Delhi,UPI,Galaxy A51,16,6,2024,Sunday
2024-06-16,129564.24,Vivo,40-44,Bhopal,Credit Card,Vivo V20,16,6,2024,Sunday
2024-06-16,13125.27,Xiaomi,25-29,Chennai,Credit Card,Redmi 9,16,6,2024,Sunday
2024-06-16,108487.47,Samsung,55-59,Bangalore,Debit Card,Galaxy A51,16,6,2024,Sunday
2024-06-17,94777.68,Apple,40-44,Kanpur,UPI,iPhone SE,17,6,2024,Monday
2024-06-17,302166.0,Samsung,55-59,Chennai,UPI,Galaxy Note 20,17,6,2024,Monday
2024-06-17,203834.76,Samsung,20-24,Gorakhpur,UPI,Galaxy S21,17,6,2024,Monday
2024-06-17,157511.55000000002,Samsung,15-19,Madurai,Debit Card,Galaxy Note 20,17,6,2024,Monday
2024-06-18,188531.1,Vivo,25-29,Madurai,Credit Card,Vivo V20,18,6,2024,Tuesday
2024-06-18,516966.24,Samsung,35-39,Mumbai,UPI,Galaxy A51,18,6,2024,Tuesday
2024-06-18,118417.84,Vivo,30-34,Gorakhpur,Credit Card,Vivo Y51,18,6,2024,Tuesday
2024-06-19,239542.91999999998,Apple,45-49,Delhi,Debit Card,iPhone 11,19,6,2024,Wednesday
2024-06-19,270055.68,Vivo,45-49,Delhi,Cash,Vivo Y51,19,6,2024,Wednesday
2024-06-19,108164.96,Apple,25-29,Delhi,Credit Card,iPhone SE,19,6,2024,Wednesday
2024-06-19,54864.42,Apple,40-44,Ludhiana,Debit Card,iPhone 12,19,6,2024,Wednesday
2024-06-20,25140.04,Vivo,35-39,Bhopal,Cash,Vivo S1,20,6,2024,Thursday
2024-06-20,279055.12,Xiaomi,20-24,Bangalore,UPI,Mi 11,20,6,2024,Thursday
2024-06-20,59762.12,OnePlus,30-34,Delhi,UPI,OnePlus 8T,20,6,2024,Thursday
2024-06-20,231957.75,Samsung,50-54,Mumbai,Credit Card,Galaxy A51,20,6,2024,Thursday
2024-06-21,129790.48,OnePlus,20-24,Ranchi,Cash,OnePlus 8T,21,6,2024,Friday
2024-06-21,421081.99,Samsung,55-59,Ranchi,Debit Card,Galaxy Note 20,21,6,2024,Friday
2024-06-21,470985.84,Samsung,35-39,Delhi,UPI,Galaxy S21,21,6,2024,Friday
2024-06-21,336130.48,Apple,55-59,Ranchi,UPI,iPhone 12,21,6,2024,Friday
2024-06-22,110819.76,Samsung,35-39,Mumbai,Cash,Galaxy S21,22,6,2024,Saturday
2024-06-22,23069.48,Samsung,45-49,Bangalore,Debit Card,Galaxy S21,22,6,2024,Saturday
2024-06-22,346815.12,Vivo,30-34,Delhi,UPI,Vivo V20,22,6,2024,Saturday
